ID,logFC,AveExpr,t,P.Value,adj.P.Value,B,label
PELO,1.620425126,3200.776437,6.323832803,2.55154E-10,5.06101E-09,30,yes
KIF5A,1.617434233,122.5312912,3.092398055,0.001985464,0.020948823,30,yes
NCK2,1.617310495,3800.10231,6.430926992,1.26828E-10,2.56101E-09,30,yes
IMPA1,1.615543272,3328.362336,5.761711689,8.32651E-09,1.52294E-07,30,yes
FGD6,1.613882042,2140.764336,5.982551417,2.19669E-09,4.15346E-08,30,yes
PGAP3,-1.612298492,153.6107016,-3.055379598,0.002247758,0.023458863,30,yes
ASB13,1.611472952,430.2257967,4.828692159,1.37433E-06,2.10398E-05,30,yes
UFSP2,-1.611277982,890.1484582,-5.622099005,1.88651E-08,3.3659E-07,30,yes
DPP3,1.61112245,1363.454649,6.430019421,1.27588E-10,2.57278E-09,30,yes
CYB5A,-1.610978532,1682.703631,-5.325324044,1.00773E-07,1.69418E-06,30,yes
PCDHAC2,-1.610702703,225.5153328,-3.855937666,0.000115287,0.001421221,30,yes
HIRA,1.610266497,1928.070353,6.514204372,7.30759E-11,1.49216E-09,30,yes
SCRN1,-1.60988317,410.97494,-4.027937322,5.62683E-05,0.000715568,30,yes
USP28,-1.608337238,426.1236912,-4.557132211,5.18568E-06,7.38731E-05,30,yes
C3orf38,1.607788548,10849.89809,6.780232047,1.19983E-11,2.55385E-10,30,yes
C5,1.604754646,193.5194024,3.558664102,0.000372746,0.00430699,30,yes
AATF,1.603817236,272.4331354,3.344573392,0.000824092,0.009137821,30,yes
FOLR2,-1.603083566,524.1247796,-4.124126438,3.72144E-05,0.00048462,30,yes
DNAJC13,1.602747227,2567.657499,6.831587039,8.39803E-12,1.80601E-10,30,yes
NXPH3,-1.60250223,171.8074549,-3.280179121,0.001037412,0.011399005,30,yes
MISP,1.599523365,641.8497962,4.616277257,3.90685E-06,5.64844E-05,30,yes
RASSF1,1.596473848,2092.192062,6.257822526,3.9039E-10,7.64964E-09,30,yes
ACADSB,-1.593597583,530.1443988,-4.296660562,1.7339E-05,0.000233524,30,yes
FMO4,1.593348439,359.6428758,4.39300974,1.11792E-05,0.00015369,30,yes
ATP13A3,1.591169999,6742.516204,6.584766434,4.55601E-11,9.44885E-10,30,yes
GGA2,-1.588378912,727.3065445,-4.776575901,1.78305E-06,2.69569E-05,30,yes
EPB41L5,-1.587902209,657.1780642,-5.305065477,1.12633E-07,1.88268E-06,30,yes
CLP1,1.58748172,1204.095495,5.055022379,4.3034E-07,6.86235E-06,30,yes
XXYLT1,-1.58693808,364.2072201,-4.071745238,4.66622E-05,0.000600668,30,yes
STAT5A,1.583828596,461.1621457,4.284071601,1.83504E-05,0.000246688,30,yes
ADORA1,-1.583333765,257.1785708,-3.737548584,0.000185823,0.002237717,30,yes
CYP39A1,-1.583003184,392.3851888,-3.675557362,0.000237331,0.002827576,30,yes
MALL,-1.580284598,345.3202425,-4.142893366,3.42951E-05,0.00044861,30,yes
ENSSSCG00000000608,1.579854419,889.7047805,4.912233817,9.00446E-07,1.40661E-05,30,yes
ENSSSCG00000010706,1.579382425,433.1333754,3.009617069,0.002615773,0.027105361,30,yes
RAB15,-1.579213256,175.0433182,-3.374396537,0.000739777,0.008221692,30,yes
ITGA2,1.573057719,1563.941686,3.707114638,0.000209634,0.002505798,30,yes
FMNL3,1.572438406,193.6765306,3.20024254,0.00137312,0.014819312,30,yes
SLC25A12,1.572342199,806.0322936,4.717579519,2.38667E-06,3.5602E-05,30,yes
RALGDS,1.571990506,632.2693638,4.512835197,6.39667E-06,9.06808E-05,30,yes
MYO7B,-1.569589022,875.2440255,-4.072662292,4.64788E-05,0.000598836,30,yes
NFAT5,1.568439517,724.6106845,3.471606366,0.000517354,0.005847952,30,yes
SLC44A3,-1.567583004,390.9376441,-4.400523062,1.0799E-05,0.000149027,30,yes
PROSER2,-1.567317469,465.5967864,-4.495984264,6.92489E-06,9.75043E-05,30,yes
GRIPAP1,1.56608573,221.5389008,3.651692784,0.000260517,0.003068668,30,yes
MFSD12,1.565310478,3473.087828,6.167923644,6.91925E-10,1.34138E-08,30,yes
HMGN3,-1.565232598,976.6986079,-4.807098161,1.53137E-06,2.33457E-05,30,yes
TRIM77,1.559214083,659.6375487,4.596019345,4.30639E-06,6.20759E-05,30,yes
SIGLEC1,1.558561209,324.8862876,3.498262892,0.000468299,0.005314084,30,yes
TAPT1,1.558355846,856.3209277,5.356890523,8.46664E-08,1.43332E-06,30,yes
CTSS,1.557663496,2522.098258,5.071175025,3.95367E-07,6.34636E-06,30,yes
PLEKHA7,1.557652099,1671.100227,4.833261235,1.34314E-06,2.0584E-05,30,yes
EPHA1,1.556984256,2523.905172,6.03058038,1.63372E-09,3.10919E-08,30,yes
ASNS,1.556789188,4207.675243,5.381838213,7.3729E-08,1.25253E-06,30,yes
RNF43,-1.556408276,274.7933543,-3.75694017,0.000172004,0.002079901,30,yes
MGAM2,1.553918552,147.08135,2.850129361,0.004370145,0.043578728,30,yes
NPNT,-1.553500825,2457.146035,-3.873054567,0.00010748,0.00133061,30,yes
ENSSSCG00000031142,-1.552397931,291.5489252,-3.787106883,0.000152412,0.001850149,30,yes
GORAB,1.551729206,1003.067557,5.068944042,4.00029E-07,6.40706E-06,30,yes
IP6K1,1.55122757,4255.232369,5.965876556,2.43324E-09,4.5888E-08,30,yes
ENTPD7,1.551095893,21723.25152,6.779004828,1.21006E-11,2.57187E-10,30,yes
SLC38A2,1.55082059,13520.50615,6.387151831,1.69004E-10,3.37521E-09,30,yes
TET2,1.55059455,2432.469018,5.599079601,2.15493E-08,3.82605E-07,30,yes
MDM2,1.549157158,4823.530236,5.968240038,2.39826E-09,4.52871E-08,30,yes
WDR6,-1.548068677,2888.030508,-5.708996363,1.13644E-08,2.06046E-07,30,yes
CSGALNACT2,-1.546868926,504.8335709,-4.365704471,1.26714E-05,0.000173223,30,yes
FAM98B,1.546033739,193.4412104,3.293426877,0.000989741,0.010891638,30,yes
PPTC7,1.545690123,2938.414577,5.780664053,7.44063E-09,1.36606E-07,30,yes
FAM83B,1.545311413,1932.951425,4.082280205,4.4596E-05,0.000576619,30,yes
LANCL1,-1.543803366,561.763562,-4.053303038,5.04995E-05,0.000646634,30,yes
CFD,-1.542599809,1033.161387,-4.6944933,2.67268E-06,3.94641E-05,30,yes
PLEKHA6,1.541953033,1409.746726,4.005545656,6.18745E-05,0.000783331,30,yes
YWHAG,1.541827298,4515.291047,4.119941402,3.78969E-05,0.000492626,30,yes
LIN52,1.536610472,681.078763,4.052275705,5.07218E-05,0.00064891,30,yes
LCP1,1.536494427,255.1425059,3.216969419,0.001295524,0.014065276,30,yes
ENSSSCG00000006703,-1.534744169,2749.544084,-4.744092145,2.09444E-06,3.14684E-05,30,yes
COL12A1,1.534094732,659.4137395,3.789626511,0.000150874,0.001835066,30,yes
PPARD,1.533107863,260.010316,3.255632754,0.0011314,0.01239432,30,yes
CNOT4,1.531251254,623.6638216,4.277006844,1.89423E-05,0.000254176,30,yes
FYN,-1.530975511,262.9522079,-3.410795567,0.000647736,0.007254149,30,yes
VGLL3,-1.530768758,352.0961929,-3.760342368,0.000169681,0.002053521,30,yes
LRCH1,1.530176714,374.1292939,2.875345128,0.004035861,0.04046701,30,yes
TBPL1,1.530143928,229.3667333,3.417064607,0.000633003,0.007105539,30,yes
TMEM185B,1.528938789,1315.12701,5.577664068,2.4377E-08,4.31233E-07,30,yes
HAX1,1.527518351,298.7074365,3.539361552,0.000401096,0.004608965,30,yes
TRIM2,-1.527031747,686.5808887,-4.664979674,3.08648E-06,4.51618E-05,30,yes
IGFBP6,-1.526656173,480.0144402,-3.8250654,0.000130737,0.001598157,30,yes
LRRC31,1.526258615,192.2275661,3.025140566,0.002485176,0.025825608,30,yes
ERAP1,1.525529623,1750.16648,5.812722248,6.1465E-09,1.13706E-07,30,yes
ANXA13,-1.524296989,8958.144574,-5.871935987,4.30735E-09,8.02954E-08,30,yes
PHC2,1.523352227,4657.0559,6.201161592,5.60479E-10,1.09237E-08,30,yes
FZD5,1.522160563,1845.283525,4.404372637,1.0609E-05,0.000146683,30,yes
UPK1B,1.521513434,665.335485,4.54339509,5.53554E-06,7.8703E-05,30,yes
TMEM102,-1.520768415,189.5234793,-2.966933921,0.003007856,0.030860729,30,yes
PHC3,1.518444133,2013.797986,4.402011542,1.07252E-05,0.000148148,30,yes
XKR9,1.51634493,287.2840455,2.861359079,0.00421829,0.042180002,30,yes
IFT46,-1.515299538,418.5304514,-3.733016947,0.0001892,0.002274617,30,yes
STK10,1.514794225,1739.819452,5.242736536,1.58212E-07,2.61454E-06,30,yes
ODF2L,1.5146663,553.7493096,4.396705342,1.09906E-05,0.000151384,30,yes
TPBG,1.512527412,1608.361687,4.718568347,2.3751E-06,3.54658E-05,30,yes
DNAJC3,1.51062671,985.996243,4.886126971,1.02839E-06,1.5945E-05,30,yes
GALC,-1.510552683,227.7319818,-3.058646844,0.002223391,0.02325456,30,yes
TMEM123,1.509158032,8255.071134,5.496430624,3.87555E-08,6.74124E-07,30,yes
SNX25,1.508525398,665.1689038,4.675598254,2.93098E-06,4.30597E-05,30,yes
ATF5,1.507813921,243.4743097,2.805947918,0.00501688,0.049512309,30,yes
R3HCC1L,1.507660765,2054.250213,5.178925532,2.23168E-07,3.65067E-06,30,yes
DNM3,-1.507461706,302.4362957,-3.221752627,0.001274091,0.01385324,30,yes
CPEB2,1.507371955,2219.756617,4.179922695,2.91608E-05,0.000383516,30,yes
AMOTL2,1.506630251,2547.404359,4.135692105,3.53886E-05,0.000462498,30,yes
AVL9,-1.505422351,2080.998192,-5.574480989,2.48269E-08,4.37597E-07,30,yes
C9orf72,1.504618051,1424.607768,4.605170097,4.12129E-06,5.95256E-05,30,yes
METTL1,1.504611916,996.4493185,4.975287092,6.5151E-07,1.02878E-05,30,yes
ENSSSCG00000004024,1.504265828,837.2143216,4.642754788,3.43794E-06,5.0003E-05,30,yes
YPEL2,1.503456438,3733.72834,5.25839494,1.45318E-07,2.41264E-06,30,yes
ETS2,-1.503233074,525.9424796,-3.332750583,0.00085992,0.009506131,30,yes
FAM102B,-1.503000186,9292.599035,-5.782137227,7.37575E-09,1.35757E-07,30,yes
MAP2K3,1.500586467,895.2154359,3.686590597,0.000227279,0.002710031,30,yes
FBXO2,-1.499551398,1605.441171,-5.208852108,1.90012E-07,3.11882E-06,30,yes
ETV1,1.4992148,1378.71295,4.694746323,2.66938E-06,3.94553E-05,30,yes
B4GALT6,1.498991262,1810.449571,4.904608986,9.36136E-07,1.45923E-05,30,yes
RRP9,1.497525224,419.8795817,3.846517007,0.000119809,0.001473223,30,yes
AXL,1.497349795,3338.966955,5.393436564,6.91227E-08,1.17841E-06,30,yes
TMEM139,-1.494512887,561.9687659,-4.011370265,6.03673E-05,0.00076625,30,yes
DRAXIN,-1.492257223,1329.315002,-5.159247643,2.47944E-07,4.04235E-06,30,yes
GRIP2,-1.491731547,970.5951132,-4.581168723,4.62385E-06,6.61933E-05,30,yes
CNEP1R1,1.491389953,999.806874,4.530312833,5.88964E-06,8.35744E-05,30,yes
LDLR,1.489410097,9436.240801,3.830879703,0.000127686,0.001567436,30,yes
DUSP1,1.488483,3575.453358,5.536620687,3.08363E-08,5.38951E-07,30,yes
GDPD5,1.487710196,664.3535377,3.65990558,0.000252308,0.002984042,30,yes
ANKRD52,1.486922155,342.3869804,3.102852707,0.00191665,0.020264712,30,yes
GAS2L3,-1.486193677,356.7341389,-3.513986268,0.000441436,0.005036725,30,yes
IKBKE,1.486080086,1069.662553,4.868859506,1.12244E-06,1.73478E-05,30,yes
PTGR1,-1.485868612,599.4358742,-4.017827046,5.87373E-05,0.00074621,30,yes
TAB2,1.482621787,1323.959112,4.746590936,2.06874E-06,3.11144E-05,30,yes
ENSSSCG00000002825,-1.482380648,431.4534295,-3.255212153,0.001133077,0.012403358,30,yes
ENSSSCG00000011240,1.482198159,3552.745986,5.460962331,4.73561E-08,8.15925E-07,30,yes
HEBP1,-1.481704204,572.2596779,-3.852390386,0.00011697,0.001440754,30,yes
ZNF608,1.480693764,1349.922554,4.439292903,9.02549E-06,0.000125985,30,yes
C3orf58,-1.479900335,391.0732623,-3.577123513,0.000347396,0.004032279,30,yes
SHISA5,1.479663675,2748.386518,4.497106418,6.88845E-06,9.70852E-05,30,yes
SIX1,1.479627453,1031.455173,4.778510526,1.76599E-06,2.67544E-05,30,yes
STK40,1.479273675,417.125554,2.995450637,0.002740397,0.028296052,30,yes
OGFOD3,-1.479132257,310.3418421,-3.247345773,0.001164868,0.012741781,30,yes
M6PR,1.478677258,4442.14101,4.670605976,3.00312E-06,4.40751E-05,30,yes
FIBIN,-1.477884447,653.063631,-3.870092928,0.000108794,0.001345735,30,yes
CMTM6,1.477465811,923.8761315,4.706413344,2.52113E-06,3.7416E-05,30,yes
MLXIP,1.475691108,356.4909596,2.941777444,0.003263344,0.033131814,30,yes
ENSSSCG00000038757,-1.473681574,731.6375279,-4.159088998,3.19519E-05,0.000418711,30,yes
ABCD3,-1.473667669,1057.64875,-4.631601061,3.62849E-06,5.26167E-05,30,yes
AVPI1,1.470591723,1676.292141,5.048642691,4.4496E-07,7.07997E-06,30,yes
DNPEP,1.469934154,1201.524291,4.552444716,5.30261E-06,7.5465E-05,30,yes
DNAJA1,1.468913499,993.5767087,4.081171887,4.48092E-05,0.000578862,30,yes
AEN,1.468731517,3743.378233,5.163822071,2.41958E-07,3.95361E-06,30,yes
NUCKS1,-1.46863181,9237.696514,-5.76675499,8.08124E-09,1.47993E-07,30,yes
INPP4A,-1.467808314,436.3322755,-3.729839303,0.000191602,0.002299697,30,yes
TAF4B,1.466502309,1248.781981,4.600254214,4.21976E-06,6.08874E-05,30,yes
ENSSSCG00000011664,-1.465275732,298.4325984,-3.192170961,0.001412077,0.015205942,30,yes
LCOR,1.465177016,8153.902196,4.135077065,3.54836E-05,0.000463323,30,yes
MBNL2,1.464541161,4158.725697,5.190034537,2.10255E-07,3.44719E-06,30,yes
ADAMTS9,1.46315516,1699.493645,3.222336119,0.001271499,0.013835389,30,yes
TTF2,1.462941148,4049.66361,5.564771326,2.62496E-08,4.60999E-07,30,yes
ITGA5,1.462144716,3277.231581,4.853048251,1.21578E-06,1.87109E-05,30,yes
ABCC5,-1.460066004,628.7262191,-3.831458944,0.000127386,0.00156507,30,yes
EMILIN2,-1.459768616,4841.284659,-5.325405315,1.00728E-07,1.69418E-06,30,yes
WDR19,-1.459727584,235.0000106,-2.995652035,0.002738587,0.028296052,30,yes
CDK17,1.458628169,201.3957095,2.85160791,0.004349872,0.043436067,30,yes
RALGAPA2,-1.457608956,540.1897446,-2.868235355,0.004127684,0.041330774,30,yes
TCAF1,1.456730954,2900.408712,5.068944691,4.00027E-07,6.40706E-06,30,yes
SAT1,1.455065363,9206.067873,4.739151372,2.14615E-06,3.21459E-05,30,yes
EPDR1,-1.454813143,306.652251,-3.005478337,0.002651635,0.027457434,30,yes
MARVELD2,-1.454713752,6405.422238,-5.446996407,5.12275E-08,8.80544E-07,30,yes
PPP1R3G,-1.45398338,1059.559188,-4.583900912,4.56381E-06,6.53981E-05,30,yes
HSPA4L,-1.453794164,4367.866367,-4.355168382,1.32965E-05,0.000181258,30,yes
RCAN3,-1.453637857,234.1784074,-2.931769548,0.003370367,0.034099499,30,yes
ASPHD2,1.45340421,280.410254,2.953650322,0.003140396,0.032062432,30,yes
INTS10,1.453106658,1059.237587,4.270986222,1.9461E-05,0.000260656,30,yes
WWC2,1.452735264,3036.475046,5.270979581,1.35698E-07,2.26044E-06,30,yes
PPIF,1.45155284,1439.073419,4.358005888,1.31253E-05,0.000179092,30,yes
HSDL1,-1.451430947,671.348118,-3.990157613,6.60294E-05,0.000832313,30,yes
EREG,1.450111537,6307.153968,4.680493112,2.86186E-06,4.20866E-05,30,yes
GPR160,-1.449714596,298.1870582,-3.058894784,0.002221552,0.023252027,30,yes
MYD88,1.446153653,1402.420522,3.332865482,0.000859565,0.009506131,30,yes
ENSSSCG00000037185,-1.443772427,682.4852651,-4.059650275,4.91463E-05,0.000630415,30,yes
CWC22,1.438531521,1518.237752,4.56068203,5.09877E-06,7.27062E-05,30,yes
DMD,1.438429812,750.0136897,4.007616,6.13347E-05,0.000777174,30,yes
PIGY,-1.437539418,324.7169809,-3.134422662,0.001721926,0.018325677,30,yes
ENSSSCG00000003768,1.435040079,737.5789404,3.433619398,0.00059558,0.006700964,30,yes
ENSSSCG00000002003,1.434627706,1483.909048,4.702900236,2.56492E-06,3.80271E-05,30,yes
ANKFY1,1.433948762,3959.167038,4.938856642,7.8582E-07,1.23417E-05,30,yes
RBCK1,1.432116084,1440.057771,4.477309806,7.55895E-06,0.000106227,30,yes
ENSSSCG00000024692,1.430291673,3700.652138,4.431798734,9.34502E-06,0.000130071,30,yes
MTSS1,-1.428138692,1620.859276,-3.674857228,0.000237982,0.002833023,30,yes
FLRT3,1.427779428,10540.82934,4.119943774,3.78965E-05,0.000492626,30,yes
CASP10,1.424011865,6097.703654,4.742140362,2.11472E-06,3.17404E-05,30,yes
FADS1,-1.421527684,3113.005872,-4.780018829,1.75279E-06,2.65821E-05,30,yes
CREB1,1.420998932,2870.064417,4.367087828,1.25914E-05,0.000172292,30,yes
ANKRD22,-1.420965629,521.0618973,-2.979260882,0.002889447,0.029708653,30,yes
SERPINB5,-1.420099415,2419.54565,-3.827960798,0.000129209,0.001584801,30,yes
ARHGEF37,-1.418336849,374.2471683,-3.032605213,0.002424526,0.025231357,30,yes
RASA3,-1.417885557,789.8144553,-4.003622323,6.23799E-05,0.000789044,30,yes
IVD,-1.417694386,380.3146196,-2.988145261,0.002806761,0.028919771,30,yes
ALDOC,-1.417632592,838.9238753,-3.628100572,0.000285514,0.003349556,30,yes
PINK1,-1.415505607,809.2307115,-3.576980269,0.000347586,0.004032279,30,yes
PDLIM5,1.412450323,4014.776631,4.800238229,1.58477E-06,2.41094E-05,30,yes
GCC1,1.411702736,1078.460259,4.029863343,5.58093E-05,0.000711495,30,yes
IFRD1,1.409789886,1953.031865,4.412978603,1.01958E-05,0.000141372,30,yes
MED13L,1.40513364,4240.302761,3.927629336,8.57873E-05,0.001074851,30,yes
NAMPT,1.404966741,6155.139134,4.50890294,6.51637E-06,9.22878E-05,30,yes
ARAP2,1.403922997,3630.193903,4.241741593,2.21792E-05,0.000294355,30,yes
SECISBP2,1.398566791,1249.100542,3.993047337,6.52295E-05,0.000823657,30,yes
SCD,-1.397566465,11460.92464,-4.438350754,9.06508E-06,0.000126416,30,yes
SPTSSA,-1.397100831,832.820154,-3.667510084,0.000244924,0.002903784,30,yes
SLC25A16,-1.396497963,680.8396937,-2.956332629,0.003113211,0.031829526,30,yes
PVR,1.395825112,2941.059171,4.368168949,1.25293E-05,0.000171764,30,yes
ISYNA1,-1.395577378,388.0797207,-3.043781108,0.002336251,0.024364952,30,yes
IRX5,-1.395488855,425.5276964,-3.150378467,0.001630591,0.017417294,30,yes
PHKG2,1.395009211,368.7463098,3.057863449,0.002229211,0.023298699,30,yes
DHX9,1.392174712,4723.64005,4.0726653,4.64782E-05,0.000598836,30,yes
CAV2,-1.391995065,6100.943787,-3.386339115,0.000708318,0.007896172,30,yes
CDK6,1.390889428,4522.660818,3.064989383,0.002176777,0.022832637,30,yes
TRIP10,1.389313988,302.61403,2.851341261,0.004353522,0.043442716,30,yes
C6orf222,-1.389248808,378.7833462,-2.934394499,0.003341991,0.03383592,30,yes
BBS2,-1.387787631,399.195799,-2.953346099,0.003143493,0.03207156,30,yes
SLC44A1,-1.386323123,5006.954194,-4.331291762,1.48237E-05,0.000201511,30,yes
TBC1D30,-1.385787814,1075.358394,-3.534895792,0.000407936,0.004676488,30,yes
MICU3,-1.382567786,1936.557583,-3.130942542,0.001742462,0.018503655,30,yes
ORC2,1.381173881,2487.994764,3.90111533,9.57505E-05,0.001192499,30,yes
TMBIM1,1.37990499,2897.029556,4.316331787,1.58643E-05,0.000214855,30,yes
ADGRG2,-1.379646237,998.5398668,-3.206999363,0.001341273,0.014497099,30,yes
CLCF1,1.379005537,550.3858941,3.062831295,0.002192536,0.022964846,30,yes
ANKRD17,1.378651126,3261.769529,4.336008312,1.45093E-05,0.000197422,30,yes
FRYL,1.37508885,1202.529918,3.786970412,0.000152495,0.001850149,30,yes
CAB39L,1.374306891,1124.414907,2.918478035,0.003517447,0.035514071,30,yes
EPHA2,1.373123258,4408.221169,3.288653949,0.001006677,0.011069647,30,yes
ACAT1,-1.372611235,887.5723164,-3.154945913,0.001605279,0.017159509,30,yes
SMAD1,1.370984477,863.8163925,3.496746435,0.000470969,0.005340219,30,yes
RIPK1,1.369905468,1193.167908,3.673423577,0.000239322,0.002844321,30,yes
CNDP2,1.36899596,5480.670616,4.20457472,2.61574E-05,0.000345576,30,yes
SPATS2L,1.366016359,1867.556069,3.825708259,0.000130397,0.001595332,30,yes
TGM2,1.364637228,3525.326629,2.848140664,0.004397548,0.043821975,30,yes
ENSSSCG00000029066,-1.360618107,1215.918123,-3.650542884,0.000261687,0.003079948,30,yes
RAB11FIP5,1.35924216,957.8525792,2.934908457,0.003336461,0.033803435,30,yes
CDH2,1.358058949,661.8542944,2.9517523,0.003159763,0.032214978,30,yes
C11orf74,1.357647495,847.9843358,3.099937954,0.001935612,0.020450343,30,yes
ENSSSCG00000032469,1.357553055,2074.469043,3.914911172,9.04375E-05,0.001131168,30,yes
TFB2M,1.35587738,566.7029597,2.918473247,0.003517501,0.035514071,30,yes
PLCB3,1.355025703,1614.912914,3.501112581,0.00046332,0.005274024,30,yes
DAPP1,1.352584545,1084.915079,3.458400954,0.000543392,0.006137505,30,yes
FGFR1OP2,1.352241248,2104.691027,2.980158948,0.002880988,0.029642623,30,yes
NKRF,1.35181123,978.880631,3.017669464,0.002547266,0.026451956,30,yes
KIF21A,-1.351696792,446.9390978,-2.824485154,0.004735664,0.047030379,30,yes
RASSF8,1.345194107,1570.568997,3.395673081,0.000684601,0.007655224,30,yes
ZNF710,1.344999835,1032.490757,2.935011354,0.003335355,0.033803435,30,yes
MGAT4C,-1.343633751,1961.770715,-3.395240411,0.000685684,0.007661449,30,yes
ROBO1,-1.343014304,2520.18971,-3.634688066,0.000278317,0.003267758,30,yes
BAK1,1.340140235,1439.439052,3.373990893,0.000740868,0.008227536,30,yes
ARHGEF5,1.338994081,4485.880504,3.413695605,0.000640881,0.007188437,30,yes
CDC14B,-1.338678147,740.2564217,-3.193710062,0.001404571,0.015136307,30,yes
GNAZ,-1.336753603,903.7366439,-3.201192216,0.001368602,0.014781511,30,yes
NFE2L1,1.336288424,7588.37772,3.492814371,0.000477959,0.005411042,30,yes
PROS1,-1.336105659,985.6332551,-2.814090776,0.004891541,0.048446225,30,yes
SLC3A2,1.335296464,1885.081898,3.065307411,0.002174464,0.022824814,30,yes
C1orf21,-1.335198582,1154.677648,-3.240978338,0.001191202,0.013010289,30,yes
EHD4,1.33467671,7014.30633,3.537364461,0.000404142,0.004636641,30,yes
UBE2Z,1.333583899,1684.239189,3.343622646,0.000826921,0.009162213,30,yes
ZFP90,1.332138872,1096.929299,3.224472925,0.001262048,0.013742824,30,yes
ENSSSCG00000029347,1.3277179,1750.772177,3.03091525,0.002438137,0.02535488,30,yes
AACS,1.326833492,975.3839939,3.178512887,0.001480326,0.015882146,30,yes
RLF,1.326744387,3197.974337,3.043007423,0.002342266,0.024410196,30,yes
PRRG4,1.326374046,10547.44367,3.178669142,0.001479529,0.015882146,30,yes
ASPH,-1.32535493,1789.43805,-3.549080197,0.000386579,0.004456222,30,yes
WASHC4,1.324087769,2416.911257,3.499647214,0.000465874,0.005297417,30,yes
CEBPG,1.32382595,4283.209852,3.687748458,0.000226247,0.002699944,30,yes
STAT3,1.323785379,1536.648095,3.172752919,0.00151001,0.016188683,30,yes
MSRB1,1.319795725,1498.131161,3.156019043,0.001599384,0.017109063,30,yes
SLC39A10,-1.318979495,4080.972839,-3.225887163,0.001255829,0.013685335,30,yes
DST,1.318077967,4846.683097,2.845948453,0.004427936,0.044094612,30,yes
ARHGAP42,1.317801828,3956.896545,3.826674508,0.000129886,0.00159176,30,yes
UGDH,-1.313901876,2982.781499,-3.411153688,0.000646886,0.007250205,30,yes
QTRT2,1.313616444,1701.212656,3.113723588,0.001847425,0.019589699,30,yes
DCUN1D3,1.310811671,1016.083229,3.074307601,0.002109918,0.022179271,30,yes
TM4SF20,1.310481867,10498.38199,2.812722063,0.004912409,0.048619826,30,yes
DCAF5,1.309797132,2881.846978,3.636886703,0.000275953,0.003245237,30,yes
PPP1R15B,1.306205199,9497.089104,3.661526746,0.000250717,0.002967629,30,yes
N4BP2,-1.304231682,1670.78119,-3.188618878,0.001429542,0.015380802,30,yes
NNT,-1.30409246,1983.577447,-2.940479362,0.003277048,0.033247767,30,yes
ENSSSCG00000024009,1.303598619,1416.464687,2.843411621,0.004463339,0.044416778,30,yes
LIMA1,1.300018861,6100.214929,2.962066269,0.00305582,0.031286698,30,yes
BMF,-1.294270967,1644.449173,-3.113250419,0.001850389,0.019604048,30,yes
MARCH5,1.291690993,5444.05919,3.273479838,0.00106232,0.011655096,30,yes
ANKRD49,1.284120819,1722.73661,3.131522785,0.001739023,0.018494109,30,yes
UMPS,1.281076711,2707.484109,2.994911399,0.002745246,0.028326033,30,yes
RRS1,1.279947861,1158.201276,2.819391208,0.004811484,0.047685768,30,yes
NIPA1,1.27324698,1950.314868,2.888520169,0.003870592,0.038863414,30,yes
ENSSSCG00000007395,1.269092116,2008.195635,2.977557927,0.002905547,0.029853115,30,yes
GIPC2,1.260573071,2529.548012,2.807969895,0.004985489,0.049309599,30,yes
